,TF,Target,Label
0,0,185,1
1,0,112,1
2,12,431,1
3,12,69,1
4,12,473,1
5,12,621,1
6,12,544,1
7,12,219,1
8,12,550,1
9,12,619,1
10,12,554,1
11,12,452,1
12,12,124,1
13,12,416,1
14,12,164,1
15,12,173,1
16,12,50,1
17,12,134,1
18,12,361,1
19,12,472,1
20,12,423,1
21,12,269,1
22,12,318,1
23,12,25,1
24,12,56,1
25,12,79,1
26,12,501,1
27,12,247,1
28,12,324,1
29,12,588,1
30,12,384,1
31,12,100,1
32,12,599,1
33,12,21,1
34,12,365,1
35,12,158,1
36,12,60,1
37,12,311,1
38,12,114,1
39,12,76,1
40,12,538,1
41,12,264,1
42,12,199,1
43,12,1,1
44,12,407,1
45,12,454,1
46,12,611,1
47,12,230,1
48,12,350,1
49,12,603,1
50,12,129,1
51,12,456,1
52,12,202,1
53,12,601,1
54,12,293,1
55,12,34,1
56,12,132,1
57,12,313,1
58,12,2,1
59,12,604,1
60,12,113,1
61,12,555,1
62,12,116,1
63,12,256,1
64,12,490,1
65,12,402,1
66,12,266,1
67,12,620,1
68,12,73,1
69,12,287,1
70,12,512,1
71,12,506,1
72,12,382,1
73,12,567,1
74,12,513,1
75,12,584,1
76,12,537,1
77,12,505,1
78,12,478,1
79,12,268,1
80,12,28,1
81,12,347,1
82,12,208,1
83,12,364,1
84,12,65,1
85,12,195,1
86,12,119,1
87,12,345,1
88,12,62,1
89,12,343,1
90,12,275,1
91,12,217,1
92,12,260,1
93,12,523,1
94,12,369,1
95,12,194,1
96,12,273,1
97,12,72,1
98,12,625,1
99,12,58,1
100,12,233,1
101,12,125,1
102,12,120,1
103,12,558,1
104,12,577,1
105,12,98,1
106,12,140,1
107,12,251,1
108,12,491,1
109,12,63,1
110,12,91,1
111,12,153,1
112,12,3,1
113,12,115,1
114,12,102,1
115,12,19,1
116,12,359,1
117,12,252,1
118,12,434,1
119,12,218,1
120,12,235,1
121,12,451,1
122,12,0,1
123,12,35,1
124,12,29,1
125,12,494,1
126,12,447,1
127,12,66,1
128,12,117,1
129,12,300,1
130,12,608,1
131,12,614,1
132,12,395,1
133,12,576,1
134,12,442,1
135,12,4,1
136,12,518,1
137,12,569,1
138,12,446,1
139,12,405,1
140,12,493,1
141,12,297,1
142,12,101,1
143,12,304,1
144,12,254,1
145,12,617,1
146,12,20,1
147,12,498,1
148,12,49,1
149,12,141,1
150,12,437,1
151,12,184,1
152,12,277,1
153,12,360,1
154,80,333,1
155,80,623,1
156,80,323,1
157,80,490,1
158,83,149,1
159,83,451,1
160,83,140,1
161,83,464,1
162,83,78,1
163,83,378,1
164,83,25,1
165,83,318,1
166,83,583,1
167,83,274,1
168,83,96,1
169,83,5,1
170,83,535,1
171,83,565,1
172,83,560,1
173,83,154,1
174,83,28,1
175,83,353,1
176,83,226,1
177,83,575,1
178,83,255,1
179,83,371,1
180,83,212,1
181,83,131,1
182,83,266,1
183,83,33,1
184,83,582,1
185,83,97,1
186,83,610,1
187,83,508,1
188,83,21,1
189,83,367,1
190,83,330,1
191,83,236,1
192,83,404,1
193,83,180,1
194,83,283,1
195,83,340,1
196,83,592,1
197,83,526,1
198,83,341,1
199,83,425,1
200,83,14,1
201,83,278,1
202,83,146,1
203,83,427,1
204,83,248,1
205,83,436,1
206,83,224,1
207,83,171,1
208,83,276,1
209,83,452,1
210,83,200,1
211,83,80,1
212,83,563,1
213,83,273,1
214,83,182,1
215,83,0,1
216,83,488,1
217,83,336,1
218,83,184,1
219,83,522,1
220,83,18,1
221,83,166,1
222,83,58,1
223,83,141,1
224,83,499,1
225,83,402,1
226,83,462,1
227,83,545,1
228,83,98,1
229,83,322,1
230,83,502,1
231,83,372,1
232,83,312,1
233,83,533,1
234,83,313,1
235,83,521,1
236,83,573,1
237,83,411,1
238,83,356,1
239,83,474,1
240,83,208,1
241,83,142,1
242,83,542,1
243,83,509,1
244,83,12,1
245,83,86,1
246,83,323,1
247,83,553,1
248,83,388,1
249,83,465,1
250,83,179,1
251,83,249,1
252,83,458,1
253,83,379,1
254,83,231,1
255,83,403,1
256,83,214,1
257,83,391,1
258,83,253,1
259,83,377,1
260,83,457,1
261,83,544,1
262,83,211,1
263,83,126,1
264,83,349,1
265,83,267,1
266,83,257,1
267,83,308,1
268,83,281,1
269,83,228,1
270,83,564,1
271,83,380,1
272,83,577,1
273,96,615,1
274,96,283,1
275,96,97,1
276,96,153,1
277,96,238,1
278,96,9,1
279,96,375,1
280,96,411,1
281,96,535,1
282,96,540,1
283,96,381,1
284,96,392,1
285,96,74,1
286,96,57,1
287,96,529,1
288,96,36,1
289,96,558,1
290,96,42,1
291,96,68,1
292,96,428,1
293,96,407,1
294,96,235,1
295,96,559,1
296,96,373,1
297,96,362,1
298,96,302,1
299,96,436,1
300,96,334,1
301,96,394,1
302,96,452,1
303,96,506,1
304,96,13,1
305,96,270,1
306,96,26,1
307,96,182,1
308,96,135,1
309,96,494,1
310,96,490,1
311,96,240,1
312,96,22,1
313,96,481,1
314,96,56,1
315,96,190,1
316,96,474,1
317,96,226,1
318,96,268,1
319,96,610,1
320,96,234,1
321,96,63,1
322,96,343,1
323,96,47,1
324,96,497,1
325,96,139,1
326,96,198,1
327,96,628,1
328,96,121,1
329,96,588,1
330,96,152,1
331,96,295,1
332,96,181,1
333,96,557,1
334,96,208,1
335,96,625,1
336,96,133,1
337,96,350,1
338,96,432,1
339,96,442,1
340,96,308,1
341,96,413,1
342,96,130,1
343,96,425,1
344,96,449,1
345,96,408,1
346,96,136,1
347,96,498,1
348,96,317,1
349,96,131,1
350,96,286,1
351,96,476,1
352,96,417,1
353,96,252,1
354,96,580,1
355,96,175,1
356,96,146,1
357,96,95,1
358,96,620,1
359,96,44,1
360,96,72,1
361,96,199,1
362,96,507,1
363,96,24,1
364,96,439,1
365,96,423,1
366,96,324,1
367,96,505,1
368,96,53,1
369,96,327,1
370,96,461,1
371,96,527,1
372,96,414,1
373,96,396,1
374,96,512,1
375,96,19,1
376,96,110,1
377,96,354,1
378,96,518,1
379,96,124,1
380,96,378,1
381,96,516,1
382,96,285,1
383,96,403,1
384,96,328,1
385,96,149,1
386,96,112,1
387,96,545,1
388,96,358,1
389,96,288,1
390,96,27,1
