,TF,Target,Label
0,1,580,1
1,1,435,1
2,1,164,1
3,1,162,1
4,1,120,1
5,1,343,1
6,1,390,1
7,1,339,1
8,1,243,1
9,1,76,1
10,1,116,1
11,1,378,1
12,1,457,1
13,1,389,1
14,1,155,1
15,1,556,1
16,1,391,1
17,1,270,1
18,1,631,1
19,1,623,1
20,1,628,1
21,1,13,1
22,1,363,1
23,1,430,1
24,1,291,1
25,1,437,1
26,1,563,1
27,1,415,1
28,1,501,1
29,1,140,1
30,1,478,1
31,1,34,1
32,1,676,1
33,1,696,1
34,1,177,1
35,1,536,1
36,1,28,1
37,1,399,1
38,1,434,1
39,1,692,1
40,1,454,1
41,1,455,1
42,1,292,1
43,1,525,1
44,1,79,1
45,1,647,1
46,1,310,1
47,1,670,1
48,1,664,1
49,1,576,1
50,1,149,1
51,1,479,1
52,1,669,1
53,1,118,1
54,1,431,1
55,1,98,1
56,1,200,1
57,1,261,1
58,1,689,1
59,1,545,1
60,1,703,1
61,1,198,1
62,1,585,1
63,1,465,1
64,1,313,1
65,1,99,1
66,1,438,1
67,1,236,1
68,1,139,1
69,1,365,1
70,1,19,1
71,1,451,1
72,1,227,1
73,1,205,1
74,1,202,1
75,1,269,1
76,1,253,1
77,1,543,1
78,1,597,1
79,1,247,1
80,1,57,1
81,1,320,1
82,1,463,1
83,1,575,1
84,1,345,1
85,1,496,1
86,1,130,1
87,1,371,1
88,1,423,1
89,1,527,1
90,1,480,1
91,1,170,1
92,1,355,1
93,1,176,1
94,1,83,1
95,1,146,1
96,1,163,1
97,1,35,1
98,1,697,1
99,1,473,1
100,1,214,1
101,1,283,1
102,1,254,1
103,1,509,1
104,1,567,1
105,1,181,1
106,1,126,1
107,1,643,1
108,1,642,1
109,1,538,1
110,1,550,1
111,1,494,1
112,1,213,1
113,1,30,1
114,1,653,1
115,1,570,1
116,1,14,1
117,1,303,1
118,1,322,1
119,1,246,1
120,1,159,1
121,1,131,1
122,1,360,1
123,1,39,1
124,1,232,1
125,1,630,1
126,1,439,1
127,1,353,1
128,1,147,1
129,1,466,1
130,1,456,1
131,1,559,1
132,1,22,1
133,1,426,1
134,1,654,1
135,1,368,1
136,1,471,1
137,1,453,1
138,1,216,1
139,1,356,1
140,1,497,1
141,1,373,1
142,1,48,1
143,1,524,1
144,1,272,1
145,1,544,1
146,1,428,1
147,1,311,1
148,1,586,1
149,1,617,1
150,1,217,1
151,1,474,1
152,1,648,1
153,1,119,1
154,1,10,1
155,1,185,1
156,1,260,1
157,1,603,1
158,1,409,1
159,1,80,1
160,1,633,1
161,1,414,1
162,1,55,1
163,1,281,1
164,1,289,1
165,1,29,1
166,1,137,1
167,1,655,1
168,1,293,1
169,1,160,1
170,1,619,1
171,1,398,1
172,1,672,1
173,1,64,1
174,1,680,1
175,1,566,1
176,1,340,1
177,1,458,1
178,1,85,1
179,1,445,1
180,1,401,1
181,1,172,1
182,1,143,1
183,1,50,1
184,1,616,1
185,1,591,1
186,1,82,1
187,1,678,1
188,1,237,1
189,1,348,1
190,1,448,1
191,1,526,1
192,1,346,1
193,1,651,1
194,1,199,1
195,1,392,1
196,1,379,1
197,1,584,1
198,1,573,1
199,1,502,1
200,1,168,1
201,1,15,1
202,1,178,1
203,1,486,1
204,1,282,1
205,1,568,1
206,1,460,1
207,1,11,1
208,1,599,1
209,1,444,1
210,1,207,1
211,1,370,1
212,1,565,1
213,1,188,1
214,1,511,1
215,1,549,1
216,1,195,1
217,1,335,1
218,1,686,1
219,1,534,1
220,1,539,1
221,1,54,1
222,1,102,1
223,1,558,1
224,1,75,1
225,1,530,1
226,1,101,1
227,1,244,1
228,1,330,1
229,1,96,1
230,1,274,1
231,1,288,1
232,1,416,1
233,1,12,1
234,1,74,1
235,1,513,1
236,1,65,1
237,1,615,1
238,1,18,1
239,1,551,1
240,1,315,1
241,1,607,1
242,1,367,1
243,1,682,1
244,1,606,1
245,1,698,1
246,1,296,1
247,1,661,1
248,1,259,1
249,1,275,1
250,1,2,1
251,1,66,1
252,1,677,1
253,1,67,1
254,1,485,1
255,1,278,1
256,1,354,1
257,1,629,1
258,1,500,1
259,1,279,1
260,1,596,1
261,1,271,1
262,1,319,1
263,12,299,1
264,12,581,1
265,12,433,1
266,12,607,1
267,12,469,1
268,12,316,1
269,12,640,1
270,12,357,1
271,12,482,1
