,TF,Target,Label
0,0,185,1
1,0,112,1
2,12,512,1
3,12,275,1
4,12,369,1
5,12,94,1
6,12,514,1
7,12,618,1
8,12,158,1
9,12,279,1
10,12,28,1
11,12,451,1
12,12,569,1
13,12,318,1
14,12,181,1
15,12,347,1
16,12,411,1
17,12,573,1
18,12,478,1
19,12,25,1
20,12,117,1
21,12,88,1
22,12,69,1
23,12,272,1
24,12,101,1
25,12,442,1
26,12,323,1
27,12,359,1
28,12,123,1
29,12,251,1
30,12,79,1
31,12,195,1
32,12,252,1
33,12,235,1
34,12,518,1
35,12,135,1
36,12,447,1
37,12,491,1
38,12,355,1
39,12,63,1
40,12,446,1
41,12,601,1
42,12,114,1
43,12,402,1
44,12,147,1
45,12,269,1
46,12,552,1
47,12,49,1
48,12,70,1
49,12,104,1
50,12,617,1
51,12,125,1
52,12,437,1
53,12,226,1
54,12,64,1
55,12,498,1
56,12,169,1
57,12,343,1
58,12,1,1
59,12,416,1
60,12,558,1
61,12,121,1
62,12,324,1
63,12,75,1
64,12,282,1
65,12,328,1
66,12,454,1
67,12,287,1
68,12,293,1
69,12,304,1
70,12,365,1
71,12,619,1
72,12,15,1
73,12,537,1
74,12,141,1
75,12,54,1
76,12,361,1
77,12,475,1
78,12,290,1
79,12,588,1
80,12,550,1
81,12,505,1
82,12,62,1
83,12,78,1
84,12,217,1
85,12,2,1
86,12,469,1
87,12,631,1
88,12,256,1
89,12,435,1
90,12,405,1
91,12,599,1
92,12,128,1
93,12,490,1
94,12,360,1
95,12,233,1
96,12,72,1
97,12,604,1
98,12,119,1
99,12,145,1
100,12,621,1
101,12,187,1
102,12,493,1
103,12,122,1
104,12,20,1
105,12,577,1
106,12,381,1
107,12,232,1
108,12,254,1
109,12,44,1
110,12,58,1
111,12,297,1
112,12,21,1
113,12,81,1
114,12,629,1
115,12,277,1
116,12,554,1
117,12,47,1
118,12,420,1
119,12,500,1
120,12,513,1
121,12,284,1
122,12,271,1
123,12,452,1
124,12,173,1
125,12,501,1
126,12,19,1
127,12,311,1
128,12,598,1
129,12,199,1
130,12,146,1
131,12,132,1
132,12,153,1
133,12,98,1
134,12,439,1
135,12,283,1
136,12,91,1
137,12,603,1
138,12,66,1
139,12,434,1
140,12,260,1
141,12,56,1
142,12,456,1
143,12,350,1
144,12,589,1
145,12,60,1
146,12,608,1
147,12,337,1
148,12,266,1
149,12,620,1
150,12,234,1
151,12,76,1
152,12,382,1
153,12,120,1
154,80,333,1
155,80,371,1
156,80,490,1
157,80,181,1
158,83,138,1
159,83,18,1
160,83,436,1
161,83,140,1
162,83,276,1
163,83,180,1
164,83,582,1
165,83,157,1
166,83,126,1
167,83,61,1
168,83,573,1
169,83,149,1
170,83,560,1
171,83,200,1
172,83,58,1
173,83,592,1
174,83,171,1
175,83,208,1
176,83,13,1
177,83,206,1
178,83,78,1
179,83,33,1
180,83,228,1
181,83,403,1
182,83,266,1
183,83,521,1
184,83,367,1
185,83,134,1
186,83,596,1
187,83,481,1
188,83,341,1
189,83,411,1
190,83,611,1
191,83,21,1
192,83,296,1
193,83,96,1
194,83,86,1
195,83,404,1
196,83,514,1
197,83,257,1
198,83,179,1
199,83,457,1
200,83,538,1
201,83,452,1
202,83,274,1
203,83,153,1
204,83,380,1
205,83,400,1
206,83,353,1
207,83,462,1
208,83,330,1
209,83,526,1
210,83,451,1
211,83,343,1
212,83,182,1
213,83,226,1
214,83,553,1
215,83,372,1
216,83,391,1
217,83,25,1
218,83,349,1
219,83,112,1
220,83,87,1
221,83,227,1
222,83,390,1
223,83,447,1
224,83,283,1
225,83,398,1
226,83,142,1
227,83,278,1
228,83,212,1
229,83,313,1
230,83,542,1
231,83,105,1
232,83,378,1
233,83,545,1
234,83,207,1
235,83,340,1
236,83,307,1
237,83,253,1
238,83,406,1
239,83,14,1
240,83,464,1
241,83,627,1
242,83,371,1
243,83,522,1
244,83,610,1
245,83,273,1
246,83,512,1
247,83,499,1
248,83,224,1
249,83,565,1
250,83,396,1
251,83,540,1
252,83,267,1
253,83,502,1
254,83,236,1
255,83,427,1
256,83,5,1
257,83,98,1
258,83,184,1
259,83,577,1
260,83,535,1
261,83,131,1
262,83,141,1
263,83,402,1
264,83,533,1
265,83,332,1
266,83,623,1
267,83,213,1
268,83,0,1
269,83,629,1
270,83,364,1
271,83,532,1
272,83,85,1
273,96,516,1
274,96,119,1
275,96,2,1
276,96,256,1
277,96,98,1
278,96,502,1
279,96,464,1
280,96,337,1
281,96,480,1
282,96,374,1
283,96,312,1
284,96,492,1
285,96,291,1
286,96,234,1
287,96,375,1
288,96,311,1
289,96,323,1
290,96,209,1
291,96,163,1
292,96,336,1
293,96,200,1
294,96,341,1
295,96,573,1
296,96,169,1
297,96,43,1
298,96,278,1
299,96,153,1
300,96,377,1
301,96,616,1
302,96,69,1
303,96,81,1
304,96,496,1
305,96,387,1
306,96,208,1
307,96,125,1
308,96,115,1
309,96,427,1
310,96,65,1
311,96,6,1
312,96,436,1
313,96,210,1
314,96,595,1
315,96,110,1
316,96,198,1
317,96,437,1
318,96,628,1
319,96,17,1
320,96,583,1
321,96,38,1
322,96,526,1
323,96,476,1
324,96,554,1
325,96,486,1
326,96,281,1
327,96,362,1
328,96,26,1
329,96,288,1
330,96,130,1
331,96,118,1
332,96,171,1
333,96,222,1
334,96,503,1
335,96,190,1
336,96,588,1
337,96,131,1
338,96,123,1
339,96,555,1
340,96,35,1
341,96,258,1
342,96,343,1
343,96,392,1
344,96,162,1
345,96,205,1
346,96,378,1
347,96,9,1
348,96,360,1
349,96,414,1
350,96,350,1
351,96,570,1
352,96,389,1
353,96,91,1
354,96,629,1
355,96,386,1
356,96,177,1
357,96,590,1
358,96,358,1
359,96,601,1
360,96,3,1
361,96,217,1
362,96,140,1
363,96,422,1
364,96,539,1
365,96,585,1
366,96,432,1
367,96,41,1
368,96,549,1
369,96,447,1
370,96,172,1
371,96,384,1
372,96,355,1
373,96,348,1
374,96,245,1
375,96,247,1
376,96,44,1
377,96,582,1
378,96,505,1
379,96,512,1
380,96,77,1
381,96,407,1
382,96,338,1
383,96,246,1
384,96,191,1
385,96,391,1
386,96,229,1
387,96,78,1
388,96,182,1
389,96,469,1
390,96,61,1
